reactions,bnumber,gene_name,Chemostat_vilu_011,Chemostat_heinmann_012,galactose_heinmann,Chemostat_heinmann_02,Chemostat_vilu_021,acetate_heinmann,Chemostat_vilu_031,Chemostat_heinmann_035,glucosamine_heinmann,pyruvate_heinmann,succinate_heinmann,Chemostat_vilu_04,fumarate_heinmann,glycerol_heinmann,Chemostat_vilu_049,pH6_heinmann,Chemostat_heinmann_05,anaerobic_heinmann,glucose_heinmann,NaCl_50mM_heinmann,42Cdeg_henimann
ACACT2r,nan,nan,6547937660252623.0,7143204720268781.0,1.0119520251405224e+16,1.1905341200447006e+16,1.2500608260480562e+16,1.726271101711011e+16,1.845327886069932e+16,2.0834347100784044e+16,2.3215821491579956e+16,2.3810701549694924e+16,2.3812884914279996e+16,2.3810682400897644e+16,2.797759409880749e+16,2.7977764591541468e+16,2.916808594106952e+16,2.976610614281679e+16,2.976610614281679e+16,3.2742716757160496e+16,3.571932737142e+16,3.869593798570501e+16,3.869593798570501e+16
ACACT3r,nan,nan,6547937660252623.0,7143204720266396.0,1.0119520251405224e+16,1.1905341200447006e+16,1.2500608260480562e+16,1.726271101711011e+16,1.845327886069932e+16,2.0834347100784044e+16,2.3215821491579956e+16,2.3810701549694924e+16,2.3812884914279996e+16,2.3810682400897644e+16,2.797759409880749e+16,2.7977764591541468e+16,2.916808594106952e+16,2.976610614281679e+16,2.976610614281679e+16,3.2742716757160496e+16,3.571932737142e+16,3.869593798570501e+16,3.869593798570501e+16
ACACT4r,nan,nan,6547399066591895.0,7142617163544287.0,1.0118667468368676e+16,1.1904361939264748e+16,1.2499580036232748e+16,1.726125626958164e+16,1.8451761005872416e+16,2.0832633393721388e+16,2.3214134818105416e+16,2.380873824016124e+16,2.3812884914260068e+16,2.3808723878525852e+16,2.797532288683429e+16,2.7975539948566616e+16,2.9165686751168468e+16,2.9766106142766576e+16,2.9766106142766576e+16,3.2742716757159016e+16,3.571932737142e+16,3.869593798572394e+16,3.869593798572394e+16
ACACT5r,nan,nan,6546254781757315.0,7141368852820488.0,1.0116858848167998e+16,1.190228142138531e+16,1.2497395492450452e+16,1.7258170976321872e+16,1.844853620319938e+16,2.0828992487436624e+16,2.3210706844776076e+16,2.3804591566042468e+16,2.3812884914241536e+16,2.3804562842765268e+16,2.797050599934984e+16,2.7970940122839796e+16,2.91605894822955e+16,2.976610614277152e+16,2.976610614277152e+16,3.2742716757190544e+16,3.5719327371396228e+16,3.8695937985762056e+16,3.8695937985762056e+16
ACACT6r,nan,nan,5115360632902388.0,5580393417706858.0,7905517161755036.0,9300655696188734.0,9765688481000228.0,1.3485882217140038e+16,1.4416016329106478e+16,1.6276147468339626e+16,1.8136907644112188e+16,1.860132575401883e+16,1.8605472428136456e+16,1.860131139237687e+16,2.1856613215587052e+16,2.1856830277354452e+16,2.2786606455638388e+16,2.3256840535107944e+16,2.3256840535107944e+16,2.5582524588689464e+16,2.7908208642194172e+16,3.02338926957343e+16,3.02338926957343e+16
ACACT7r,nan,nan,5114216348073671.0,5579145106973157.0,7903708541548058.0,9298575178317764.0,9763503937227232.0,1.3482796923903868e+16,1.4412791526399308e+16,1.6272506562056364e+16,1.8133479670798744e+16,1.859717907991657e+16,1.860547242814257e+16,1.85971503566516e+16,2.185179632811341e+16,2.1852230451634668e+16,2.2781509186783508e+16,2.32568405350049e+16,2.32568405350049e+16,2.5582524588745692e+16,2.7908208642191184e+16,3.023389269576026e+16,3.023389269576026e+16
ACACT8r,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACACt2pp,b2223,atoE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACACtex,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACALD,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACALDtex,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACALDtpp,s0001,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACANTHAT,b1463,nhoA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACBIPGT,b1993,cobU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACCOAC,nan,nan,1432038433689600.2,1562223745843200.0,2213150306611200.2,2603706243072000.5,2733891555225599.5,3775374052454398.5,4035744676761599.5,4556485925375999.0,5077227173990401.0,5207412486144000.0,5207813962230000.0,5207412486144001.0,6118709671219199.0,6118709671219198.0,6379080295526405.0,6509767452787500.0,6509767452787500.0,7160744198066250.0,7811720943345001.0,8462697688623750.0,8462697688623750.0
ACCOAL,b4069,acs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACGAL1PPpp,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACGAL1Ptex,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACGALtex,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACGAM1PPpp,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACGAM1Ptex,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACGAMK,b1119,nagK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACGAMT,b3784,wecA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACGAptspp,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACGAtex,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACGK,b3959,argB,5442864828046800.0,5937670721505600.0,8411700188799601.0,9896117869176000.0,1.03909237626348e+16,1.4349370910305198e+16,1.5338982697222802e+16,1.7318206271058e+16,1.92974298448932e+16,1.9792235738352e+16,1.9792235738352e+16,1.9792235738352e+16,2.3255876992563596e+16,2.3255876992563596e+16,2.42454887794812e+16,2.4740294672939996e+16,2.4740294672939996e+16,2.7214324140234e+16,2.9688353607527996e+16,3.2162383074822004e+16,3.2162383074822004e+16
ACGS,b2818,argA,5442864828046800.0,5937670721505600.0,8411700188799601.0,9896117869176000.0,1.03909237626348e+16,1.4349370910305198e+16,1.5338982697222802e+16,1.7318206271058e+16,1.92974298448932e+16,1.9792235738352e+16,1.9792235738352e+16,1.9792235738352e+16,2.3255876992563596e+16,2.3255876992563596e+16,2.42454887794812e+16,2.4740294672939996e+16,2.4740294672939996e+16,2.7214324140234e+16,2.9688353607527996e+16,3.2162383074822004e+16,3.2162383074822004e+16
ACHBS,nan,nan,5346020432018474.0,5832022289474699.0,8262031576755824.0,9720037149124500.0,1.0206039006580724e+16,1.4094053866230522e+16,1.5066057581142974e+16,1.7010065010967872e+16,1.8954072440792772e+16,1.9440074298249e+16,1.9440074298249e+16,1.9440074298249e+16,2.2842087300442572e+16,2.2842087300442572e+16,2.3814091015355024e+16,2.430009287281125e+16,2.430009287281125e+16,2.673010216009238e+16,2.9160111447373496e+16,3.1590120734654624e+16,3.1590120734654624e+16
ACKr,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACLS,nan,nan,1.6087412743926944e+16,1.7549904811556694e+16,2.486236514970534e+16,2.92498413525945e+16,3.0712333420224236e+16,4.2412269961262056e+16,4.533725409652142e+16,5.118722236704036e+16,5.7037190637559224e+16,5.8499682705189e+16,5.8499682705189e+16,5.849968270518904e+16,6.873712717859708e+16,6.873712717859746e+16,7.166211131385656e+16,7.31246033814863e+16,7.31246033814863e+16,8.043706371963488e+16,8.77495240577835e+16,9.506198439593213e+16,9.506198439593213e+16
ACM6PH,b2428,murQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACMAMUT,b3794,wecG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACMANAptspp,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACMANAtex,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACMUMptspp,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACMUMtex,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACNAMt2pp,b3224,nanT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACNAMtex,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACNML,b3225,nanA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACOAD1f,b0221,fadE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACOAD2f,b0221,fadE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACOAD3f,b0221,fadE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACOAD4f,b0221,fadE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACOAD5f,b0221,fadE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACOAD6f,b0221,fadE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACOAD7f,b0221,fadE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACOAD8f,b0221,fadE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACOATA,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACODA,b3957,argE,5442864828046800.0,5937670721505600.0,8411700188799601.0,9896117869176000.0,1.03909237626348e+16,1.4349370910305198e+16,1.5338982697222802e+16,1.7318206271058e+16,1.92974298448932e+16,1.9792235738352e+16,1.9792235738352e+16,1.9792235738352e+16,2.3255876992563596e+16,2.3255876992563596e+16,2.42454887794812e+16,2.4740294672939996e+16,2.4740294672939996e+16,2.7214324140234e+16,2.9688353607527996e+16,3.2162383074822004e+16,3.2162383074822004e+16
ACOLIPAabctex,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACONIs,s0001,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACONMT,b1519,tam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACONTa,nan,nan,1.3185969213991432e+17,1.3905659721734451e+17,1.750413492887449e+17,1.9663183783721565e+17,2.038433278499358e+17,2.6148213669085296e+17,2.7581932383212464e+17,3.045854139996216e+17,3.3274747893523923e+17,4.90742434578686e+17,3.4344556397185094e+17,3.4056993938707936e+17,4.325881408664124e+17,2.7130097553621574e+17,4.053420850843361e+17,4.125737161976222e+17,4.125737161976222e+17,4.486717371468681e+17,4.845497121801473e+17,5.2053771017113005e+17,5.2053771017113005e+17
ACONTb,nan,nan,1.3185969213991432e+17,1.390565972173614e+17,1.750413492887449e+17,1.9663183783721565e+17,2.0384332784987126e+17,2.6148213671756438e+17,2.7581932383212464e+17,3.045854139996216e+17,3.327474789352243e+17,4.90742434578686e+17,3.434455637403224e+17,3.4056993938707936e+17,4.3258814086639686e+17,2.7130097553621574e+17,4.053420850843361e+17,4.125737161976222e+17,4.125737161976222e+17,4.486717371468681e+17,4.845497121799133e+17,5.205377101713119e+17,5.205377101713119e+17
ACOTA,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACPPAT120,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACPPAT140,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACPPAT141,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACPPAT160,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACPPAT161,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACPPAT180,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACPPAT181,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACPS1,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACS,b4069,acs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSERtex,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSERtpp,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACt2rpp,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACt4pp,b4067,actP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACtex,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADA,b1623,add,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADCL,b1096,pabC,12310260486977.049,13429375076700.338,19024948025323.17,22382291794502.883,23501406384223.844,32454323102026.39,34692552281470.65,39169010640373.08,43645468999270.875,44764583589001.125,44764583588996.8,44764583588996.48,52598385717070.79,52598385717071.1,54836614896531.6,55955729486243.28,55955729486243.28,61551302434875.96,67146875383517.93,72742448332122.75,72742448332122.75
ADCS,nan,nan,12310260486977.049,13429375076700.338,19024948025323.17,22382291794502.883,23501406384223.844,32454323102026.39,34692552281470.65,39169010640373.08,43645468999270.875,44764583589001.125,44764583588996.8,44764583588996.48,52598385717070.79,52598385717071.1,54836614896531.6,55955729486243.28,55955729486243.28,61551302434875.96,67146875383517.93,72742448332122.75,72742448332122.75
ADD,b3665,ade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADEt2rpp,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADEtex,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADK1,b0474,adk,4.8284969086520616e+16,5.2674511730619784e+16,7.462126102562333e+16,8.779085288433131e+16,9.221273872454261e+16,1.273414010953768e+17,1.3612356668824501e+17,1.5363399254762653e+17,1.7119612726159338e+17,1.755805315032724e+17,1.7564331185580048e+17,1.755817057683502e+17,2.063085576753398e+17,2.0630737293437098e+17,2.1508758956604637e+17,2.1955413981974976e+17,2.1955413981974976e+17,2.4150955380179818e+17,2.634649677837251e+17,2.8542038176588006e+17,2.8542038176588006e+17
ADK3,b0474,adk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADK4,b0474,adk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADMDC,b0120,speD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADNCYC,b3806,cyaA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADNK1,b0474,adk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADNUC,b0030,rihC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADNt2pp,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADNt2rpp,b2406,xapB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADNtex,b0411,tsx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADOCBIK,b1993,cobU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADOCBLS,b1992,cobS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADOCBLabcpp,nan,nan,-114118536539.0631,-124492951025.01572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADOCBLtonex,nan,nan,-114118536539.0631,-124492951025.01572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADPRDP,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADPT,b0469,apt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADSK,b2750,cysC,4561015913879702.0,4975653724232405.0,7048842775995896.0,8292756207054033.0,8707394017406710.0,1.2024496500228296e+16,1.2853772120933706e+16,1.4512323362344502e+16,1.6170874603755242e+16,1.6585512414107918e+16,1.6585512414108026e+16,1.6585512414107998e+16,1.94879770865769e+16,1.948797708657713e+16,2.0317252707282276e+16,2.073189051763498e+16,2.073189051763498e+16,2.2805447589144036e+16,2.4878670097247988e+16,2.6951892605352016e+16,2.6951892605352016e+16
ADSL1r,b1131,purB,5502539229779783.0,6002770068850958.0,8503924264204248.0,1.0004616781417058e+16,1.0504847620488938e+16,1.4506694333054814e+16,1.550715601119807e+16,1.7508079367480442e+16,1.9509002723763056e+16,2.000923356283448e+16,2.000923356283687e+16,2.000923356283601e+16,2.3510849436332012e+16,2.351084943633193e+16,2.451131111447036e+16,2.5011541953544612e+16,2.5011541953544612e+16,2.7512880158770876e+16,3.0014051082292684e+16,3.2515222005819424e+16,3.2515222005819424e+16
ADSL2r,b1131,purB,8243881512034740.0,8993325285856361.0,1.2740544154961904e+16,1.4988875476426064e+16,1.5738319250246766e+16,2.173386944081815e+16,2.323275698846202e+16,2.623053208374559e+16,2.9228307179032216e+16,2.997775095285251e+16,2.997775095285486e+16,2.9977750952854252e+16,3.522385736960318e+16,3.5223857369601004e+16,3.672274491724242e+16,3.747218869106842e+16,3.747218869106842e+16,4.121959157004562e+16,4.496682716731968e+16,4.871406276459866e+16,4.871406276459866e+16
ADSS,b4177,purA,5502539229779783.0,6002770068850958.0,8503924264204248.0,1.0004616781417058e+16,1.0504847620488938e+16,1.4506694333054814e+16,1.550715601119807e+16,1.7508079367480442e+16,1.950900272376376e+16,2.000923356283448e+16,2.000923356283687e+16,2.0009233562836204e+16,2.3510849436332012e+16,2.351084943632955e+16,2.451131111447036e+16,2.5011541953544612e+16,2.5011541953544612e+16,2.7512880158770876e+16,3.0014051082292684e+16,3.2515222005819424e+16,3.2515222005819424e+16
AGDC,b0677,nagA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGM3PA,b0110,ampD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGM3PApp,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGM3PH,b1107,nagZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGM3Pt2pp,b0433,ampG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGM4PA,b0110,ampD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGM4PApp,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGM4PCP,b1192,ldcA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGM4PCPpp,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGM4PH,b1107,nagZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGM4Pt2pp,b0433,ampG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGMH,b1107,nagZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGMHE,b3619,hldD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGMT,b2937,speB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
